CLIENTNUM,Education_Level
715055433,Uneducated
715498308,Graduate
708099183,High School
716452908,Unknown
789959283,College
713536158,College
716750358,Unknown
815299833,Graduate
721003008,Graduate
779883933,Graduate
716612958,College
715859058,Post-Graduate
772031733,Graduate
720668358,Uneducated
778708533,High School
719649408,High School
715457658,Graduate
711934308,Graduate
781326483,Graduate
712557708,High School
789187908,Uneducated
773297508,College
716529258,Doctorate
708242283,College
789247458,Graduate
717100833,High School
716870583,Unknown
719999508,Unknown
721236408,Graduate
720122808,High School
716882658,Graduate
713734758,Graduate
709085358,Graduate
715785933,College
717159858,High School
713259858,High School
787516908,Graduate
711145008,Graduate
715013733,Graduate
717098208,Unknown
737982408,College
713216883,Unknown
709361058,Graduate
710312658,Unknown
773383158,College
716053083,Graduate
717667833,Graduate
716998608,Graduate
772086408,High School
708597558,High School
718011783,Graduate
714360033,High School
811005858,Unknown
794485158,Unknown
708513183,Uneducated
719353158,College
711436083,Graduate
780374133,College
739117233,High School
708486033,Post-Graduate
795237183,Graduate
788788758,College
709635858,Graduate
789701658,College
713484483,Uneducated
711954558,Graduate
712655583,Graduate
779686683,Post-Graduate
711226758,College
713241033,Graduate
788754108,Unknown
717013383,High School
712634133,Graduate
709537683,College
778627983,Graduate
720241758,Doctorate
720814233,High School
785080308,High School
713358633,Graduate
720392433,Unknown
720282558,Graduate
821370858,Graduate
799249833,Graduate
713016633,High School
814471983,High School
779612808,Graduate
716692683,College
790145733,College
716038533,Graduate
714421233,Graduate
709783908,Unknown
812788233,Graduate
772452783,Unknown
714002658,Unknown
713464983,Graduate
713910108,Graduate
808169358,Uneducated
714013083,Graduate
715381533,Post-Graduate
717678408,Doctorate
719143308,Unknown
711509658,Graduate
757481283,College
808681158,Graduate
718867683,Unknown
714618333,Doctorate
794562783,Unknown
708208758,Graduate
794504658,Unknown
714772758,Graduate
713830233,High School
713577483,Unknown
814513008,Graduate
712765158,High School
714411108,Graduate
720231108,Graduate
709035708,Unknown
720662508,Graduate
708623283,Uneducated
813247083,Graduate
780078333,Unknown
811915383,Uneducated
719818983,College
716349183,Uneducated
710067183,High School
771234558,Graduate
820288233,Uneducated
717511533,Graduate
711642108,Uneducated
712495233,Uneducated
718484283,Post-Graduate
717413658,High School
804668658,Uneducated
715934283,High School
717499083,Unknown
715279683,Uneducated
718971333,Graduate
709219533,High School
709150608,Unknown
788259558,Unknown
802464033,Graduate
712757808,Uneducated
714457083,High School
713413758,College
708741633,High School
714043833,Graduate
789577833,Graduate
787570758,Uneducated
720371733,Graduate
819117183,Unknown
711776433,Uneducated
709583133,Uneducated
719521983,Uneducated
718415133,Uneducated
710594358,Unknown
709730508,High School
720462633,Uneducated
715005558,College
779993208,Uneducated
787543008,Graduate
743265108,College
713770383,Uneducated
712392108,High School
720145683,College
714832383,High School
772706283,College
795920358,High School
716277558,Uneducated
764776833,Graduate
710795883,Uneducated
710428308,High School
721096983,Graduate
715760733,High School
718227033,Graduate
720610008,College
719517258,Unknown
714111333,High School
717551358,Graduate
813573333,High School
711709683,Uneducated
712902483,High School
710893533,Unknown
719883858,Graduate
719628033,Post-Graduate
712043433,Graduate
769095558,Doctorate
816094233,High School
758417508,High School
721234308,Uneducated
717138558,Post-Graduate
798120858,Uneducated
709997958,Graduate
712617408,Post-Graduate
720158208,Graduate
716548083,Graduate
717631008,Graduate
813964383,Graduate
719952408,Graduate
771028533,Post-Graduate
771823308,Uneducated
719854008,Unknown
713998233,High School
714746358,Unknown
713574708,College
714753258,Unknown
712004208,Graduate
719621958,Graduate
819610908,Uneducated
823948308,Post-Graduate
712064358,Graduate
816013383,Graduate
758765808,Unknown
780881358,Graduate
709422183,Graduate
779951058,High School
809941233,Graduate
710844408,Post-Graduate
819002508,Unknown
807141183,Graduate
711119358,Unknown
808273533,High School
716297658,Graduate
716532258,High School
720540708,Uneducated
720904233,Graduate
720863133,Graduate
714957108,High School
790102008,Doctorate
781933983,Graduate
712643358,High School
716686158,Post-Graduate
806894133,Post-Graduate
721344858,Uneducated
813230208,College
716835033,Graduate
787500333,Post-Graduate
768582033,High School
713992158,Unknown
719916408,Graduate
789433758,College
785011383,Uneducated
719283633,Uneducated
710816358,Post-Graduate
779653458,Graduate
716382708,Graduate
710387583,High School
718772133,Graduate
711224733,High School
718360083,Uneducated
716102583,Graduate
720673008,Unknown
708459633,High School
712868733,Uneducated
713790708,Uneducated
717648783,High School
714709983,College
819409608,Graduate
717585858,High School
791856033,College
714474483,Graduate
716448783,Graduate
711065133,High School
713769258,College
712288158,College
714130233,Unknown
789127533,High School
717038733,Uneducated
804840033,College
709363383,High School
789760233,Unknown
712058958,High School
708295533,Post-Graduate
817686633,College
713738883,Uneducated
721310283,Graduate
803132733,Graduate
779852133,Unknown
716210283,High School
711615933,Graduate
785311158,Graduate
717267108,College
711636558,Graduate
717504258,College
718242333,Graduate
771844458,Graduate
708892833,Graduate
779465358,High School
720191883,High School
710934033,High School
714473658,Graduate
716569983,College
789833583,High School
818923158,Graduate
716596308,Uneducated
716620458,High School
710251608,High School
710633808,Graduate
719318583,High School
819202533,Doctorate
827360883,High School
771196083,Graduate
809962908,Graduate
788965683,Uneducated
817142433,Graduate
716993058,Unknown
771040758,Graduate
713309583,College
710273658,Graduate
771429408,High School
719452308,Graduate
818908833,Graduate
780998133,Graduate
801726933,Graduate
788474658,Graduate
708438033,Unknown
710562258,Graduate
770764908,Unknown
814776033,Graduate
715057383,Graduate
717970158,College
715168008,Graduate
720802833,High School
789370383,High School
711782733,Graduate
709000008,Unknown
719381733,High School
771169458,College
709974108,Graduate
757024233,Graduate
768928833,High School
720504633,Uneducated
812441358,College
713287608,High School
711357858,Graduate
715478733,Graduate
780382008,Unknown
715749858,Unknown
710951808,Unknown
713469333,High School
719243808,Graduate
772202058,Graduate
711346383,High School
711405333,Post-Graduate
778407033,Uneducated
714862083,Uneducated
711199008,Unknown
709858533,Graduate
718627458,Doctorate
711816108,High School
717105258,Graduate
715822008,High School
714971583,Graduate
713663508,High School
709025583,High School
812809083,Unknown
714073983,Unknown
789297558,Uneducated
710375283,Uneducated
712189233,Graduate
713767383,High School
797414733,Graduate
712452033,Unknown
714151533,Graduate
720440583,Unknown
787494783,High School
819966033,Graduate
710297133,High School
793355508,Graduate
708580908,High School
719826333,Doctorate
780689733,Unknown
744764433,Uneducated
714902283,High School
789309558,College
713188383,College
719506983,Graduate
714804483,College
748503708,High School
803587533,Uneducated
789777408,Post-Graduate
716811483,Uneducated
714118383,Graduate
720532908,Unknown
765055833,Unknown
715310208,Uneducated
718577958,Uneducated
789167658,College
789987183,College
717730533,Graduate
708668283,Graduate
772360683,High School
712500933,Graduate
804867183,Unknown
826068183,Graduate
820044333,College
714211533,Graduate
710287533,Graduate
720603558,Graduate
819258408,Graduate
717664008,College
717437058,Unknown
717327783,Graduate
712887633,Unknown
716129208,Graduate
718037433,Graduate
709839858,Graduate
719686458,Graduate
721434483,Graduate
716096358,Uneducated
718244958,Graduate
711315783,Graduate
821296083,College
711562833,Graduate
716447733,Graduate
719591283,Uneducated
789911808,Uneducated
713195808,High School
717866133,Graduate
716670783,Doctorate
789197508,High School
713108433,College
711403383,College
768212583,Graduate
720181758,Doctorate
710632683,Uneducated
711836733,Graduate
771183933,Uneducated
711327558,High School
788971308,Uneducated
718950483,Unknown
714278958,High School
711817158,College
765824058,Doctorate
710109633,College
713643858,College
716399583,Uneducated
714516783,Graduate
710490708,High School
780662133,Uneducated
715389708,Graduate
789607983,High School
720171033,Unknown
815104608,Graduate
719660658,High School
714159858,Graduate
714225333,Graduate
712204308,Unknown
718468158,Uneducated
711575058,Unknown
735417408,High School
717171408,Unknown
814312308,Uneducated
711786108,Graduate
712905708,Graduate
720050208,High School
793952133,High School
798140283,Graduate
720427683,Uneducated
789970233,High School
713893308,Graduate
718843608,Post-Graduate
752085108,Graduate
789435783,Graduate
711032058,High School
784719708,Uneducated
804663258,High School
716900433,Graduate
720909408,High School
712187808,Uneducated
718428033,Graduate
714892533,Unknown
714985458,Graduate
716647983,Graduate
712340733,Graduate
719293533,College
715257708,High School
708331758,Uneducated
709501683,Graduate
711692508,Post-Graduate
715612983,Graduate
709674333,High School
805522758,Doctorate
781013958,Unknown
717495258,Uneducated
795052083,Uneducated
773389908,High School
719320833,Post-Graduate
816843933,High School
789196158,Graduate
717930483,Graduate
773442258,Doctorate
719872833,Graduate
721491258,Graduate
770575233,Graduate
715800708,Uneducated
719996958,Uneducated
719889408,Uneducated
708811233,Graduate
794627208,High School
719020983,Graduate
719131533,Post-Graduate
710449983,High School
715651833,Unknown
720714933,Graduate
789170283,Graduate
810201783,Graduate
715517733,High School
709042908,College
715023333,Uneducated
720801033,High School
714345783,High School
779209083,Unknown
713972658,Graduate
710782458,Graduate
711142308,High School
824789283,High School
715187733,Unknown
721014858,Graduate
710363433,High School
715479483,College
708243483,College
714770808,High School
720626058,Graduate
